ranking4,play_count,ranking2,actors3,name4,show_theatre,thumbs_down,actors4,location,name1,production_company,style,ranking3,length,director,seasons,show_platform,show_date,link,actors2,rating3,share4,actors1,writer,title,episodes,language,rating1,ranking1,rating2,thumbs_up,douban_score,share1,name3,name2,rating4,share3,show_time,first_show,douban_num,share2,year,score
,2.91亿,,,,,27252,,内地,,,武侠剧/古装剧/罪案剧,,,刘立立,,,,http://www.iqiyi.com/a_19rrj6vgq5.html,,,,,,新包青天,,国语,,,,146314,6.8,,,,,,,,953,,,8.4
,4.95亿,,,,,528586,,内地,,,喜剧/青春剧/家庭剧,,,林丛,,,,http://www.iqiyi.com/a_19rrj6rl8l.html,,,,,,家有儿女 第一部,,100集全,,,,4226541,,,,,,,,,,,,8.9
,3.58亿,,,,,46807,,内地,,,言情剧/农村剧/喜剧/家庭剧,,,孟令宇,,,,http://www.iqiyi.com/a_19rrhbvwn1.html,,,,,,收获的季节,,国语,,,,182651,6.5,,,,,,,,187,,,8.0
,26.25亿,,,,,179535,,内地,CSM52城市网收视率,,言情剧/历史剧/古装剧/偶像剧,,,袁英明/程力栋/国建勇,,,,http://www.iqiyi.com/a_19rrhb0u3t.html,,,,,,武神赵子龙,,国语,1.1129285714285715,2.2142857142857144,,1038075,3.3,3.195,,,,,,,3723,,,8.5
,2.80亿,,,,,32143,,内地,,,古装剧/悬疑剧/网络剧,,,杨东亮,,,,http://www.iqiyi.com/a_19rrha0d01.html,,,,,,妖出长安,,,,,,69758,5.3,,,,,,,,1236,,,6.8
,5.92亿,,,,,102381,,内地,,,言情剧/偶像剧/青春剧/剧情/网络剧,,,郑军,,,,http://www.iqiyi.com/a_19rrhax8et.html,,,,,,白衣校花与大长腿2,,国语,,,,412260,3.9,,,,,,,,109,,,8.0
,1041万,,,,,3636,,台湾,,,喜剧/青春剧/家庭剧/剧情/网络剧,,,张钦,,,,http://www.iqiyi.com/a_19rrginwxt.html,,,,,,樱桃小丸子（真人版）,,国语,,,,4742,,,,,,,,,,,,5.7
,1.96亿,,,,,10605,,内地,,,历史剧/谍战剧/军旅剧,,,赵浚凯,,,,http://www.iqiyi.com/a_19rrhc4539.html,,,,,,狙击部队,,国语,,,,38087,4.4,,,,,,,,68,,,7.8
,1.17亿,,,,,17352,,内地,,,历史剧/古装剧/宫廷剧,,,陈家林,,,,http://www.iqiyi.com/a_19rrifs6we.html,,,,,,武则天刘晓庆版,,30集全,,,,54204,,,,,,,,,,,,7.6
,1.64亿,,,,,7514,,内地,,,言情剧/偶像剧/青春剧,,,宋洋,,,,http://www.iqiyi.com/a_19rrgj9uh5.html,,,,,,闪亮爱,,国语,,,,28401,,,,,,,,,,,,7.9
,4.20亿,,,,,36372,,内地,,,年代剧/农村剧/家庭剧,,,刘家成,,,,http://www.iqiyi.com/a_19rrhb0xzp.html,,,,,,我的二哥二嫂,,国语,,,,85109,7.5,,,,,,,,1272,,,7.0
,2.08亿,,,,,9972,,内地,,,历史剧/年代剧/家庭剧,,,郭宝昌,,,,http://www.iqiyi.com/a_19rrk57msh.html,,,,,,大宅门,,40集全,,,,30626,9.2,,,,,,,,47413,,,7.5
,3792万,,,,,4891,,内地,,,历史剧/年代剧/家庭剧,,,郭宝昌,,,,http://www.iqiyi.com/a_19rrhbzvfl.html,,,,,,大宅门续,,国语,,,,10067,,,,,,,,,,,,6.7
,3.48亿,,,,,52032,,内地,,,年代剧/军旅剧/剧情,,,国建勇/曾晓欣,,,,http://www.iqiyi.com/a_19rrgico1p.html,,,,,,飞哥大英雄,,国语,,,,173063,5.8,,,,,,,,196,,,7.7
,2.82亿,13.0,,,,25172,,内地,辽宁卫视,,言情剧/年代剧/剧情,14.31578947368421,,张汉杰,,,,http://www.iqiyi.com/a_19rrhc2u5x.html,,0.41136842105263155,,,,花火花红,,国语,0.49861111111111117,10.38888888888889,0.44815789473684214,59691,,1.3166666666666669,广东卫视,河北卫视,,1.083684210526316,,,,1.1878947368421053,,7.0
,5.58亿,,,,,21386,,内地,,,剧情,,,谭俏/高峰,,,,http://www.iqiyi.com/a_19rrhal739.html,,,,,,猎刃,,国语,,,,45323,3.7,,,,,,,,62,,,6.8
,13.07亿,,,,,164610,,内地,,,年代剧/军旅剧/剧情,,,郭靖宇,,,,http://www.iqiyi.com/a_19rrhbvx9h.html,,,,,,勇敢的心,,国语,,,,659799,8.8,,,,,,,,277776,,,8.0
,3.96亿,,,,,27127,,内地,,,悬疑剧/谍战剧/军旅剧/剧情,,,刘进,,,,http://www.iqiyi.com/a_19rrk22q4t.html,,,,,,悬崖,,国语,,,,96466,8.1,,,,,,,,7894,,,7.8
,15.70亿,,,,,82762,,内地,,,军旅剧/剧情,,,尤小刚,,,,http://www.iqiyi.com/a_19rrhb56rx.html,,,,,,反恐特战队,,国语,0.9107500000000002,4.55,,430869,,2.4221500000000002,,,,,,,,,,8.4
,3.23亿,,,,,31528,,内地,,,年代剧/军旅剧/剧情,,,张健,,,,http://www.iqiyi.com/a_19rrhc0kld.html,,,,,,雪豹坚强岁月,,国语,,,,225377,5.9,,,,,,,,735,,,8.8
,5.97亿,,,,,51283,,内地,,,军旅剧/剧情,,,白涛,,,,http://www.iqiyi.com/a_19rrhbhqtt.html,,,,,,嫂子嫂子,,国语,,,,118632,,,,,,,,,,,,7.0
,2.44亿,,,,,24425,,内地,,,青春剧/军旅剧/都市,,,刘猛,,,,http://www.iqiyi.com/a_19rrgjdqi9.html,,,,,,特种兵之火凤凰未删减版,,国语,,,,124650,,,,,,,,,,,,8.4
,18.66亿,,,,,731482,,内地,,,言情剧/穿越剧/剧情/都市/网络剧,,,邹曦,,,,http://www.iqiyi.com/a_19rrhb8bd1.html,,,,,,花千骨2015,,国语,,,,3069225,3.2,,,,,,,,558,,,8.1
,8.65亿,,,,,66801,,内地,,,言情剧/家庭剧,,,罗灿然,,,,http://www.iqiyi.com/a_19rrhab8yl.html,,,,,,搭错车,,国语,,,,360460,8.3,,,,,,,,7178,,,8.4
,18.06亿,,,上海东方卫视,,148403,,内地,北京卫视,,言情剧/年代剧/偶像剧,,,郑晓龙,,,,http://www.iqiyi.com/a_19rrhbzf1l.html,,2.1882083333333333,,,,红高粱,,国语,2.8986666666666667,,2.919541666666667,482989,7.6,,浙江卫视,山东卫视,1.8838750000000004,,,,14416,,,7.6
,4515万,,,,,5438,,内地,,,喜剧/青春剧/网络剧,,,张荣华,,,,http://www.iqiyi.com/a_19rrh90uv5.html,,,,,,拜托！别黑我！,,,,,,28762,7.5,,,,,,,,241,,,8.4
,1.47亿,,,,,10283,,内地,,,喜剧/家庭剧/剧情,,,王义明,,,,http://www.iqiyi.com/a_19rrhag1t9.html,,,,,,好运来临,,国语,0.8966999999999998,4.75,,36629,4.3,2.411,,,,,,,106,,,7.8
,5.50亿,,,,,30812,,内地,,,言情剧/古装剧,,,林添一,,,,http://www.iqiyi.com/a_19rrjzq32p.html,,,,,,薛平贵与王宝钏,,,0,1.619047619047619,,227548,0,0,,,,,,,12,,,8.8
,5.39亿,,,,,52299,,内地,,,武侠剧/古装剧/悬疑剧/宫廷剧,,,钱雁秋,,,,http://www.iqiyi.com/a_19rrj5tr9l.html,,,,,,神探狄仁杰第三部,,48集全,,,,590393,,,,,,,,,,,,9.2
,1.39亿,,,,,11571,,内地,,,言情剧/家庭剧/剧情,,,顾晶,,,,http://www.iqiyi.com/a_19rrhaj2id.html,,,,,,遥远的婚约,,国语,,,,23589,4.4,,,,,,,,300,,,6.7
,14.46亿,,,,,187994,,内地,,,言情剧/偶像剧/家庭剧,,,刘江,,,,http://www.iqiyi.com/a_19rrgj9kvh.html,,,,,,咱们结婚吧,,国语,,,,973531,6,,,,,,,,56833,,,8.4
,1.27亿,,,,,9908,,内地,,,悬疑剧/罪案剧/剧情,,,张族权/黄丹/吉桥/项海明,,,,http://www.iqiyi.com/a_19rrhb3ugl.html,,,,,,中国刑警803,,国语,,,,42551,5.4,,,,,,,,210,,,8.1
,1.90亿,,,,,10002,,内地,,,言情剧/都市,,,林妍,,,,http://www.iqiyi.com/a_19rrhbelit.html,,,,,,你好乔安,,国语,0.8399374999999999,2.533333333333333,,38286,5.7,2.6075999999999997,,,,,,,2460,,,7.9
,1.27亿,,,,,14267,,内地,,,言情剧/家庭剧/都市,,,林建中,,,,http://www.iqiyi.com/a_19rrha7jp9.html,,,,,,向着幸福前进,,国语,,,,30640,,,,,,,,,,,,6.8
,1.52亿,,,,,22965,,内地,,,言情剧/偶像剧/青春剧/剧情/都市/网络剧,,,曾丽珍,,,,http://www.iqiyi.com/a_19rrh91zid.html,,,,,,不得不爱第1季,,国语,,,,57011,,,,,,,,,,,,7.1
,4.13亿,,,,,21079,,内地,,,言情剧/农村剧,,,张惠中,,,,http://www.iqiyi.com/a_19rrha15hp.html,,,,,,九九,,国语,,,,39998,3.6,,,,,,,,99,,,6.5
,11.58亿,1.1428571428571428,,,,168900,,内地,,,武侠剧/古装剧/神话剧/剧情,,,梁辛全,,,,http://www.iqiyi.com/a_19rrhbwt35.html,,,,,,新济公活佛,,国语,2.541357142857143,1.0,1.4953571428571428,1515619,,7.198571428571428,,,,,,,,4.553642857142856,,9.0
,15.14亿,,,,,135759,,内地,,,历史剧/军旅剧/剧情,,,国建勇,,,,http://www.iqiyi.com/a_19rrhc0jcp.html,,,,,,战神,,国语,,,,508666,7.9,,,,,,,,13627,,,7.9
,590万,,,,,573,,内地,,,年代剧/家庭剧/剧情,,,姚远/张波,,,,http://www.iqiyi.com/a_19rrhb7jed.html,,,,,,女儿门,,国语,,,,1104,,,,,,,,,,,,6.6
,1.29亿,,,,,8480,,内地,,,言情剧/年代剧/偶像剧,,,李平,,,,http://www.iqiyi.com/a_19rrhaqf75.html,,,,,,情深深雨濛濛,,国语,,,,35304,7,,,,,,,,47297,,,8.1
,15.81亿,,,,,82700,,内地,,,偶像剧/军旅剧,,,刘猛,,,,http://www.iqiyi.com/a_19rrhbd5ml.html,,,,,,特种兵之霹雳火,,国语,1.1065909090909094,5.136363636363637,,487210,4.9,2.8391818181818187,,,,,,,1372,,,8.5
,10.90亿,2.85,,,,53459,,内地,北京卫视CSM52城市网收视率,,言情剧/都市,,,沈严/刘海波,,,,http://www.iqiyi.com/a_19rrh9oonl.html,,,,,,中国式关系,,国语,1.1876190476190476,1.95,1.030190476190476,157309,7.1,3.658,,东方卫视CSM52城市网收视率,,,,,7856,3.170095238095238,,7.5
,8780万,,,,,5627,,内地,,,言情剧/家庭剧,,,余中和/林宏杰,,,,http://www.iqiyi.com/a_19rrhagwb9.html,,,,,,爱人的谎言,,国语,0.8198214285714285,5.972178571428572,,18727,4.5,2.2210714285714284,,,,,,,175,,,7.7
,4.18亿,,,,,113268,,内地,,,偶像剧/喜剧/青春剧/都市/网络剧,,,张修诚,,,,http://www.iqiyi.com/a_19rrhas8gt.html,,,,,,校花的贴身高手2,,国语,,,,443046,3.5,,,,,,,,880,,,8.0
,16.45亿,,,,,171280,,内地,江苏卫视CSM50城收视率,,言情剧/年代剧/偶像剧/剧情,,,陈玉珊/马华干/周晓鹏,,,,http://www.iqiyi.com/a_19rrhax53h.html,,,,,,千金女贼,,国语,1.2311250000000002,2.869565217391304,,1113932,4.9,,,,,,,,4757,,,8.7
,34.97亿,5.041666666666667,,,,170111,,内地,东方卫视CSM52城收视,,悬疑剧/谍战剧/剧情,,,徐纪周,,,,http://www.iqiyi.com/a_19rrhbf1gp.html,,,,,,胭脂,,国语,0.8900400000000002,2.44,0.7108333333333334,809723,5.8,2.64656,,浙江卫视CSM52城收视,,,,,13660,2.120416666666667,,8.3
,4.98亿,,,,,49761,,内地,,,偶像剧/喜剧/剧情/网络剧,,,韦正,,,,http://www.iqiyi.com/a_19rrhalkwd.html,,,,,,爱情公寓外传之开心原力,,国语,,,,494658,,,,,,,,,,,,9.1
,10.30亿,,,,,98580,,内地,,,言情剧/武侠剧/古装剧/神话剧,,,王伟廷,,,,http://www.iqiyi.com/a_19rrgjbvap.html,,,,,,封神英雄榜,,国语,,,,732801,3.5,,,,,,,,2173,,,8.8
,8.48亿,,,,,1295165,,内地,,,言情剧/军旅剧/剧情,,,陈皓威,,,,http://www.iqiyi.com/a_19rrj67lfl.html,,,,,,雪豹,,40集全,,,,11804199,7.8,,,,,,,,9497,,,9.0
,37.34亿,,,,,487710,,韩国,,,言情剧/偶像剧/科幻剧/喜剧/青春剧,,,张太侑,,,,http://www.iqiyi.com/a_19rrgja8xd.html,,,,,,来自星星的你,,韩语,,1.0,,4243203,8.4,,,,,,,,133832,,,9.0
,3660万,,,,,4224,,日本,,,言情剧/偶像剧,,,熊坂出/御法川修,,,,http://www.iqiyi.com/a_19rrh94yld.html,,,,,,宠物情人,,日语,0,,0,15450,8.2,,,,,,,,2044,,,7.9
,10.27亿,,,,,45906,,内地,,,言情剧/偶像剧/青春剧,,,麦贯之,,,,http://www.iqiyi.com/a_19rrjwujdh.html,,,,,,盛夏晚晴天,,,1.859190476190476,2.736842105263158,,469872,5.8,5.168904761904762,,,,,,,3952,,,9.1
,9.06亿,,,,,151346,,韩国,,,言情剧/偶像剧/喜剧/青春剧/都市,,,权赫灿/李敏宇,,,,http://www.iqiyi.com/a_19rrhas7pd.html,,,,,,灰姑娘与四骑士,,韩语,,,,871816,5.7,,,,,,,,4417,,,8.5
,16.41亿,,,,,622699,,内地,,,言情剧/偶像剧/青春剧/剧情/网络剧,,,吴建新,,,,http://www.iqiyi.com/a_19rrhaz48t.html,,,,,,校花的贴身高手,,国语,,,,3108803,3.8,,,,,,,,623,,,8.3
,3.35亿,,,,,29677,,内地,,,言情剧/谍战剧/剧情,,,林建中/焦晓雨,,,,http://www.iqiyi.com/a_19rrk7u9bd.html,,,,,,铁血使命,,国语,,,,161623,4.1,,,,,,,,548,,,8.4
,13.40亿,1.0,,,,113136,,内地,,,言情剧/偶像剧/青春剧/都市,,,高先明,,,,http://www.iqiyi.com/a_19rrhbz2oh.html,,,,,,因为爱情有奇迹,,国语,1.6279777777777777,1.511111111111111,3.6082222222222224,428187,3.4,4.455999999999999,,,,,,,580,10.202444444444444,,7.9
,2.41亿,,,,,42385,,内地,,,剧情,,,巍子,,,,http://www.iqiyi.com/a_19rrhazxil.html,,,,,,英雄祭,,国语,,,,91434,6.4,,,,,,,,91,,,6.8
19.53846153846154,8.05亿,5.352941176470588,,陕西卫视,,97274,,内地,东方卫视,,言情剧/喜剧/家庭剧/都市,7.266666666666667,,刘进,,,,http://www.iqiyi.com/a_19rrgiagfh.html,,0.7439333333333332,,,,一仆二主,,国语,1.4507058823529406,1.0,0.851,313995,7.3,,山东卫视,深圳卫视,0.27199999999999996,,,,11703,,,7.6
,5.62亿,,,,,43461,,内地,,,言情剧/喜剧/家庭剧,,,张学松,,,,http://www.iqiyi.com/a_19rrgia3qd.html,,,,,,男人四十要出嫁,,国语,,,,149365,4.8,,,,,,,,163,,,7.7
,1.70亿,,,,,19269,,内地,,,言情剧/年代剧/家庭剧/剧情,,,李云亮,,,,http://www.iqiyi.com/a_19rrhc3kc1.html,,,,,,妇道,,国语,,,,39024,5.9,,,,,,,,235,,,6.7
,8219万,,,,,5238,,内地,,,历史剧/悬疑剧/谍战剧/剧情,,,赵青/虎子,,,,http://www.iqiyi.com/a_19rrhbzno1.html,,,,,,五号特工组,,国语,,,,28972,7.7,,,,,,,,1691,,,8.5
,13.86亿,,,,,133233,,内地,,,古装剧/偶像剧/神话剧/青春剧,,,林玉芬/高林豹/徐惠康,,,,http://www.iqiyi.com/a_19rrhb8d05.html,,,,,,青丘狐传说,,国语,,,,830565,5.3,,,,,,,,6542,,,8.6
,6.64亿,,,,,61797,,内地,,,言情剧/家庭剧/都市,,,刘雪松,,,,http://www.iqiyi.com/a_19rrhb2z11.html,,4.764705882352941,,,,下一站婚姻,,国语,0,,0.727,167533,6.6,,,,0.36000000000000004,,,,625,,,7.3
,9072万,,,,,6872,,内地,,,言情剧/偶像剧/剧情/都市/网络剧,,,曾丽珍,,,,http://www.iqiyi.com/a_19rrh94d9d.html,,,,,,不得不爱第2季,,国语,,,,17850,,,,,,,,,,,,7.2
,4.82亿,,,,,35329,,内地,,,言情剧/悬疑剧,,,花箐,,,,http://www.iqiyi.com/a_19rrhal77l.html,,,,,,狭路,,国语,,,,60266,4.7,,,,,,,,153,,,6.3
,16.74亿,,,,,114470,,内地,,,古装剧/神话剧/剧情,,,黄建勋/苏沅峰,,,,http://www.iqiyi.com/a_19rrhaare5.html,,,,,,天天有喜2之人间有爱,,国语,,,,4168594,,,,,,,,,,,,9.7
,4.19亿,,,,,23027,,内地,,,年代剧/青春剧/家庭剧/剧情,,,刘家成,,,,http://www.iqiyi.com/a_19rriftubi.html,,,,,,正阳门下,,,,,,86795,8.2,,,,,,,,3289,,,7.9
,9.44亿,,,,,84314,,内地,,,言情剧/偶像剧/悬疑剧/罪案剧/青春剧/剧情/网络剧,,,李达超/梁辛全,,,,http://www.iqiyi.com/a_19rrh9xr8p.html,,,,,,美人为馅2,,国语,,,,461259,,,,,,,,,,,,8.5
,2.35亿,,,,,11277,,内地,,,谍战剧/军旅剧/剧情,,,赵青,,,,http://www.iqiyi.com/a_19rrk02fdd.html,,,,,,五号特工组2,,,,,,45383,6.6,,,,,,,,645,,,8.0
,6.31亿,,,,,25081,,内地,,,国语,,,王德庆,,,,http://www.iqiyi.com/a_19rrha4f3l.html,,,,,,黑狐之风影,,42集全,,,,67919,4,,,,,,,,119,,,7.3
,3.73亿,,,,,31441,,内地,,,悬疑剧/罪案剧/剧情/网络剧,,,洪金泼/梁国斌,,,,http://www.iqiyi.com/a_19rrh9s4yl.html,,,,,,无间道,,国语,,,,80350,9,,,,,,,,365320,,,7.2
,4.21亿,,,,,23945,,内地,,,历史剧/古装剧/年代剧/宫廷剧,,,陈家林、刘大印,,,,http://www.iqiyi.com/a_19rrk57m5x.html,,,,,,康熙王朝,,46集全,,,,112947,9,,,,,,,,48172,,,8.3
,3.80亿,,,,,159272,,内地,,,言情剧/武侠剧/古装剧/剧情,,,赖成,,,,http://www.iqiyi.com/a_19rrj6swnt.html,,,,,,倚天屠龙记,,国语,,,,2882892,7.8,,,,,,,,31201,,,9.5
,5252万,,,,,6756,,内地,,,言情剧/偶像剧/喜剧/剧情/都市,,,赵晨阳,,,,http://www.iqiyi.com/a_19rrh92qw1.html,,,,,,漂亮的李慧珍未删减版,,国语,,,,40821,,,,,,,,,,,,8.6
,2.48亿,,,,,36586,,内地,,,偶像剧/都市/网络剧,,,张修诚,,,,http://www.iqiyi.com/a_19rrh9pand.html,,,,,,校花的贴身高手4,,国语,,,,227156,5.2,,,,,,,,46,,,8.6
,7.56亿,4.9523809523809526,,,,49559,,内地,,,言情剧/偶像剧/青春剧/都市,,,刘俊杰,,,,http://www.iqiyi.com/a_19rrhb1zzl.html,,,,,,我是杜拉拉,,国语,1.110608695652174,2.391304347826087,0.4814285714285713,203834,5.5,3.195739130434783,,,,,,,1404,1.4966666666666664,,8.0
,3.18亿,,,,,38256,,台湾,,,言情剧/偶像剧/青春剧,,,瞿友宁,,,,http://www.iqiyi.com/a_19rrhc3mhp.html,,,,,,恶作剧之吻,,国语,,,,278997,4.5,,,,,,,,556,,,8.8
,4.13亿,,,,,3566,,内地,,,言情剧/青春剧,,,刘猛,,,,http://www.iqiyi.com/a_19rrk3xs6h.html,,,,,,我是特种兵,,25集全,,,,448911,7.6,,,,,,,,6330,,,9.9
,2.34亿,,,,,47703,,内地,,,言情剧/家庭剧/都市,,,张自强,,,,http://www.iqiyi.com/a_19rrhb5j0p.html,,,,,,妈妈向前冲,,国语,,,,103850,4.2,,,,,,,,253,,,6.9
,13.26亿,,,,,108614,,内地,,,谍战剧/军旅剧/剧情,,,张国庆,,,,http://www.iqiyi.com/a_19rrk60bih.html,,,,,,火蓝刀锋,,,,,,823456,,,,,,,,,,,,8.8
,10.22亿,,,,,108091,,内地,,,言情剧/偶像剧/悬疑剧/罪案剧/青春剧/剧情/网络剧,,,李达超/梁辛全,,,,http://www.iqiyi.com/a_19rrhaltkd.html,,,,,,美人为馅,,国语,,,,580187,5.7,,,,,,,,16885,,,8.4
,9.69亿,,,,,124228,,内地,,,言情剧/青春剧/剧情,,,袁晓满,,,,http://www.iqiyi.com/a_19rrhaodrt.html,,,,,,神犬小七第二季,,国语,,,,1010270,,,,,,,,,,,,8.9
,2.77亿,,,,,16278,,内地,,,言情剧/剧情,,,王义明,,,,http://www.iqiyi.com/a_19rrhaq4o9.html,,,,,,遥远的距离,,国语,,,,30247,4.1,,,,,,,,416,,,6.5
,4.59亿,,,,,17322,,内地,江苏卫视CSM52城收视,,喜剧/家庭剧,,,白杨,,,,http://www.iqiyi.com/a_19rrhajb0h.html,,,,,,老公们的私房钱,,国语,1.15096,2.375,,50231,5.3,3.3508,,,,,,,359,,,7.4
,3.17亿,,,,,11914,,内地,央视一套CSM52城收视,,古装剧/宫廷剧,,,吴子牛,,,,http://www.iqiyi.com/a_19rrh91l69.html,,,,,,于成龙,,国语,1.2870000000000001,2.0588235294117645,,54040,6.8,4.14764705882353,,,,,,,2564,,,8.2
,3.60亿,,,,,32352,,内地,,,武侠剧/古装剧/青春剧/剧情/网络剧,,,五百/王伟,,,,http://www.iqiyi.com/a_19rrha11ch.html,,,,,,画江湖之不良人2,,国语,,,,150809,6.2,,,,,,,,2249,,,8.2
,18.04亿,,,,,187481,,内地,,,青春剧/军旅剧/都市,,,刘猛,,,,http://www.iqiyi.com/a_19rrgjbgx1.html,,,,,,特种兵之火凤凰,,国语,3.4059615384615394,1.5,,1377399,5.2,,,,,,,,3462,,,8.8
,13.51亿,1.0769230769230769,,,,135038,,内地,CSM52城收视率,,言情剧/偶像剧/青春剧/都市,,,袁晓满,,,,http://www.iqiyi.com/a_19rrhbevjp.html,,,,,,麻辣变形计,,国语,1.1423461538461537,1.8846153846153846,2.341538461538461,1027392,,3.435923076923077,,全国网收视率,,,,,,7.524615384615386,,8.8
,13.62亿,,,,,92523,,内地,,,偶像剧/谍战剧/青春剧,,,安建,,,,http://www.iqiyi.com/a_19rrhaniyh.html,,,,,,解密,,国语,,,,452038,4.7,,,,,,,,4456,,,8.3
,11.10亿,7.305555555555555,,,,145072,,内地,安徽卫视,,武侠剧/古装剧/神话剧/剧情,,,杨健武,,,,http://www.iqiyi.com/a_19rrhc1qpt.html,,,,,,封神英雄,,国语,0.6192571428571428,7.294117647058823,0.603108108108108,881026,3.4,,,深圳卫视,,,,,501,,,8.6
,13.70亿,,,,,831658,,内地,,,言情剧/喜剧/青春剧/家庭剧,,,韦正,,,,http://www.iqiyi.com/a_19rrjaf9kd.html,,,,,,爱情公寓2,,20集全,,,,12398772,8.3,,,,,,,,58643,,,9.4
,18.83亿,,,,,186678,,内地,,,偶像剧/悬疑剧/科幻剧/青春剧/网络剧,,,满意,,,,http://www.iqiyi.com/a_19rrgi8d91.html,,,,,,灵魂摆渡,,国语,,,,1230002,8.1,,,,,,,,18418,,,8.7
,39.86亿,2.8821666666666665,,,,203121,,内地,浙江卫视CSM52城收视情况,,言情剧/偶像剧/剧情/都市,,,张晓波,,,,http://www.iqiyi.com/a_19rrhbgtnx.html,,,,,,好先生,,国语,1.1904166666666665,2.590375,1.1578333333333335,994487,6.6,3.522166666666667,,江苏卫视CSM52城收视情况,,,,,21106,3.415083333333334,,8.3
,30.05亿,4.875,,,,355007,,内地,江苏卫视,,言情剧/偶像剧/青春剧/都市,,,刘俊杰,,,,http://www.iqiyi.com/a_19rrhc3wk1.html,,,,,,何以笙箫默,,国语,1.233941176470588,3.0,0.955764705882353,2440785,6.5,,,东方卫视,,,,,43578,,,8.7
,24.72亿,,,,,142184,,内地,电视剧《警花与警犬》浙江卫视GSM52城收视,,罪案剧/青春剧/剧情,,,谷锦云,,,,http://www.iqiyi.com/a_19rrhanm25.html,,,,,,警花与警犬,,国语,0.96388,1.8333333333333333,,853175,5.5,3.0252,,,,,,,1495,,,8.6
,34.99亿,6.029411764705882,,,,998476,,内地,浙江卫视CSM50城收视,,言情剧/偶像剧/青春剧/都市,,,陈铭章,,,,http://www.iqiyi.com/a_19rrhaxnhl.html,,,,,,克拉恋人,,国语,1.1186571428571428,2.235294117647059,0.7121764705882353,5723747,4.2,3.2519428571428572,,安徽卫视CSM50城收视,,,,,8545,2.059514285714285,,8.5
,168万,,,,,147,,内地,,,悬疑剧,,,齐星,,,,http://www.iqiyi.com/a_19rrh94xw1.html,,,,,,破晓,,国语,,,,478,7.8,,,,,,,,56,,,7.6
,5.57亿,,,,,35447,,内地,,,喜剧/都市/网络剧,,,张轩南,,,,http://www.iqiyi.com/a_19rrhav2kx.html,,,,,,傻根进城,,国语,,,,130989,6.5,,,,,,,,122,,,7.9
,8.81亿,1.15,,,,74309,,内地,CSM50城市网收视率,,言情剧/偶像剧/都市,,,柯翰辰,,,,http://www.iqiyi.com/a_19rrhc1qo9.html,,,,,,美丽的秘密,,国语,1.265857142857143,3.5714285714285716,2.6175,593119,4.3,3.4254761904761906,,全国网收视率,,,,,2231,7.544500000000001,,8.9
,5.09亿,,,,,63601,,内地,,,言情剧/古装剧/喜剧,,,李平,,,,http://www.iqiyi.com/a_19rrhc485x.html,,,,,,新还珠格格,,国语,,,,530494,3.3,,,,,,,,11300,,,8.9
,6.15亿,,,,,43114,,内地,,,言情剧/偶像剧/悬疑剧/罪案剧/青春剧/剧情/网络剧,,,李达超/梁辛全,,,,http://www.iqiyi.com/a_19rrha0l85.html,,,,,,美人为馅3,,国语,,,,261862,,,,,,,,,,,,8.6
